,text,label
192,"33-åringen brukte 320 minutter på å score sitt første ligamål for Juventus, men i den fjerde ligakampen løsnet det:",Player details
193,* 2–0: Pen scoring med venstrebeinet ned i hjørnet for keeper. Fint spilt frem av Emre Can.,Ignore
194,* 1–0: Ronaldo kunne prikke inn ballen fra kort hold etter at en forsvarsspiller hadde rotet det til etter corner.,Ignore
195,"Portugiseren var også nær hattrick, men misset på et par store sjanser. Han var dessuten rasende over at han ikke fikk et straffespark, men det ble med to scoringer og 2–1-seier for Juventus.",Goal/Assist
196,* 311 for Real Madrid.,Ignore
197,* 84 for Manchester United.,Ignore
198,* 3 for Sporting.,Ignore
199,* 2 for Juventus.,Ignore
200,Ifølge FIFA er Ronaldo dermed oppe i 400 ligamål på 517 kamper:,Player details
201,Ronaldo gikk fra Real Madrid til Juventus i sommer. Pris: Snaut 950 millioner kroner. Han har skrevet en fireårskontrakt med en forventet årslønn på i underkant av 300 mill. kroner.,Transfer
202,Etter 27 forsøk løsnet det: Ronaldo scoret to,Goal/Assist
203,"Sarpsborg utlignet rett etter sidebytte ved Joachim Thomassen. Odd-stopper Vegard Bergan forærte ballen til Tobias Heintz, som tok med seg Thomassen. Kapteinen tok ansvar og skjøt selv - forbi Rossbach.",Goal/Assist
204,"Ikke siden 2011, da Sarpsborg gikk på åtte strake nederlag, har laget hatt en verre rekke enn denne: Fire tap på rad.",Club details
205,"– Jeg ønsket virkelig å score disse første målene, og jeg er glad for at jeg fant veien til nettet, sier Ronaldo ifølge Goal.com.",quote
206,– Men det viktigste er selvfølgelig at laget vant.,quote
207,"Både Juventus og Sassuolo var ubeseiret før denne ligarunden. Gjestene hadde ballen mest, men det holdt ikke til poeng på  Allianz i Torino.",Club details
208,"PS: Douglas Costa fikk rødt kort på overtid etter å ha spyttet i ansiktet på Federico Di Francesco, sønn av Roma-trener Eusebio Di Francesco.",Rodt/gult kort
209,I fjor scoret Hegerberg 31 mål på 20 ligakamper for Lyon - i tillegg til 15 mål i Champions League som klubben vant. Det gjør at hun er en av tre nominerte til FIFAs kåring av «årets spiller». Vinneren blir offentliggjort 24. september.,Player details
210,Lyon tok sin tredje strake seier i den franske toppdivisjonen søndag med 3–0 borte mot Guingamp. Hegerberg spilte i 73 minutter uten scoring. Eugenie Le Sommer satte alle tre målene for Lyon.,Goal/Assist
211,"Ifølge lokalavisen Manchester Evening News er det imidlertid «svært lite trolig» at 20 år gamle Rashford forlater Old Trafford. De har fått tidligere storscorer Alan Shearer i tale, og han taler Carragher midt imot.",Transfer
212,"Begge lag scorer til 1,60 er et enda mer sikkert spill som vi har tro på. Spillestopp er uansett 16.55, og kampen kan du se på TV 2 Sport Premium. ",Ignore
213,Se video: Slik klatret Viking opp på opprykksplass,Ignore
214,• Her er søndagens oddstips,Ignore
215,"For da Gareth Bale kom seg til dødlinjen snaue tre minutter senere, og la inn i feltet, var det ingen Athletic-spillere som plukket opp den 175 cm høye midtbanejuvelen. Isco stanget inn 1–1 for Real Madrid. ",Goal/Assist
216,"Det var den andre raskeste scoringen av en innbytter i La Liga denne sesongen, ifølge Opta. ",Goal/Assist
217,Real Madrid tapte poeng og terreng til Barcelona,Club details
218,(Atheltic Bilbao – Real Madrid 1–1) Etter at Barcelona vant tidligere lørdag måtte Real Madrid svare borte mot Atheltic Bilbao. Det gikk ikke som planlagt. ,Club details
219,"– Vi visste det kom til å bli en tøff kamp. Jeg mener at vi ikke klarte å flytte ballen fort nok og de forsvarte seg veldig kompakte. Uavgjort er åpenbart ikke bra nok når man kan få tre poeng, sa kaptein Sergio Ramos etter sesongens første poengtap i serien. ",quote
220,"For selv med Real Madrids «ferske» angrepstrio Gareth Bale, Karim Benzema og Marco Asensio på topp, slet de hvitkledde fra hovedstaden med å sette ballen i mål. ",Club details
221,"Lenge måtte de faktisk jage for å komme à jour med baskerne, som tok ledelsen i første omgang. ",irrelevant
222,Iker Muniain utnyttet et uorganisert Real Madrid-forsvar og kranglet inn 1–0 til vertene etter 32 minutter etter en skikkelig lagscoring.,Goal/Assist
223,Baklengsmålet var det andre på to kamper for Thibaut Courtois mellom stengene for hovedstadsklubben. Han slapp også inn et straffespark forrige runde mot Leganés. ,Player details
224,Ting kan uansett tyde på at han har vunnet duellen mot Keylor Navas om å bli fast målvakt i klubben. ,Player details
225,Fikk du med deg hva som skjedde under kampen mellom Castilla og Atletico Madrid B tidligere denne måneden?,irrelevant
226,"Etter 61 minutter tok Real Madrid-trener Julen Lopetegui ut mannen som nylig ble kåret til Årets spiller i Europa, Luka Modric, og satte inn Isco. ",irrelevant
227,Det skulle umiddelbart bli avgjørende. ,irrelevant
228,"Ousmane Dembélé ble matchvinner tre minutter senere med sin 2–1-scoring, en scoring som skulle vise seg å bli avgjørende både i kampen og på tabellen. ",Goal/Assist
229,"Hele åtte Bilbao-spillere var involvert i opptakten til scoringen som talte 11 pasninger før ballen lå i nettet, ifølge Opta. ",Goal/Assist
230,"Plutselig var det kamp igjen på Vicarage Road, men sluttspurten uteble for hjemmelaget. Det nærmeste var et langskudd fra Doucoure på overtid og en heading fra Christian Kabasele, men De Gea stoppet begge forsøkene og reddet tre poeng for United. ",sjanse
231,"To minutter senere var Paul Pogba nær å doble ledelsen for de rosakledde, en skuddet fra 16 meter ble slått ut til corner. Det skulle derimot bli opptakten til 2–0. ",sjanse
232,"Pogba kunne lagt på til 3–0 like før pause, men avslutningen fra spiss vinkel ble reddet av en benparade fra Foster. ",sjanse
233,"For selv om katalanerne fikk en dårlig start på bortemøtet med Real Sociedad tidligere lørdag, klarte de, i motsetning til Real Madrid, å snu kampen. Hjemmelaget scoret først etter 12 minutter ved Aritz Elustondo. ",Goal/Assist
234,Mourinho med «hårføner» i pausen: - Synd det ikke er kamera i garderoben,irrelevant
235,(Watford – Manchester United 1–2) Watford har hatt en glohet start på Premier League med fire seire av fire mulige. Mot Manchester United kom de derimot fort ned på jorden igjen. ,Club details
236,"José Mourinho knyttet nevene da dommeren blåste for full tid, og i intervjuet etter kampen sparte han ikke på rosen av egne spillere. Men han innrømte at han måtte frem med en aldri så liten hårføner i pausen, selv om laget ledet 2–0. ",irrelevant
237,"– Av og til er det synd at det ikke er kamera i garderoben, fordi jeg fortalte spillerne akkurat hva som skjedde. Det kunne være en kamp vi vant fire eller fem null, eller en kamp der vi virkelig havnet i trøbbel, sa Mourinho til BT Sport. ",quote
238,"For etter seire mot Brighton, Burnley, Crystal Palace og Tottenham hadde Watford vind i seilene før de tok imot Manchester United hjemme på Vicarage Road.",Club details
239,"For Mourinhos menn har nå også vunnet de siste 25 seriekampene hvor de har scoret først, ifølge BBC. ",irrelevant
240,"– I pausen sa treneren sa at vi spilte bra, men ikke fantastisk. Han gjorde oss ydmyke i pausen, sa Lukaku til BT Sport. ",quote
241,"Målet var også Lukakus 20. på 39 seriekamper for Manchester United. Kun Ruud van Nistelrooy (26), Robin van Persie (32) og Dwight York (34) brukte færre kamper på å nå 20 seriemål for klubben, ifølge Opta. ",Player details
242,For Youngs corner traff Marouane Fellaini på bakerste stolpe og den høye belgieren stanget kulen tilbake foran mål. ,irrelevant
243,"– Hvis Paul scorer like før pause står det 3–0 og jobben er gjort ... sa Mourinho, som egentlig kun var misfornøyd med at laget ikke drepte kampen før pause. ",quote
244,"For i stedet for 3–0 til gjestene var det Watford som slo tilbake i 2. omgang. Etter 66 minutter la Abdoulaye Doucoure 45 grader ut fra dødlinjen til Andre Gray, som bredsidet ballen høyt og over De Gea til 2–1. ",Goal/Assist
245,"– Det er derfor han er best og derfor han er Manchester Uniteds målvakt. David blir nesten ikke satt på prøver gjennom kampen, men på tampen var hendene de for oss, sa Mourinho om sin sisteskanse. ",quote
246,"Seieren betyr at Manchester United nå har ni poeng etter fem spilte seriekamper (8.-plass). Watford, på sin side, gikk på sesongens første tap og står nå med 12 poeng på fjerdeplass. ",Club details
247,"Men gjestene klarte aldri å finne den avgjørende scoringen og dermed gikk Lopetegui på sitt første poengtap som Real Madrid-trener, og er nå to poeng bak Barcelona etter fire kamper i La Liga. ",Club details
248,Og i likhet med Real Madrid skulle klokken bikke timen før Barcelona slo tilbake. Luis Suárez utlignet etter 63 minutter. ,Goal/Assist
249,"De regjerende ligamesterne topper nå La Liga, med full pott, 12 poeng på fire kamper. ",Club details
250,"Cardiff tok ledelsen på Stamford Bridge ved Sol Bamba, da han scoret på Chelsea-keeper Kepa fra kloss hold etter 17 minutters spill. ",Goal/Assist
251,"På overtid pådro Nemanja Matic seg et unødvendig gult kort, hans andre i kampen, og måtte dermed ta en tidlig dusj. ",Rodt/gult kort
252,"Han vant den duellen han måtte vinne for å score sitt første mål i kamp fra start: 0–1 på Haugesund stadion, etter ni minutters spill.",Goal/Assist
253,Hazard-hat trick sendte Chelsea over Liverpool,Goal/Assist
254,"Sist 26-åringen hadde både mål og målgivende i en og samme Premier League-kamp var mot Newcastle i mars 2016, opplyser VGs faktaguru, Geir Juva.  ",Goal/Assist
255," Se Lucas Moura herje med Manchester United i videovinduet øverst.

",Ignore
256,Alexander Sørloth ble sittende på innbytterbenken da Crystal Palace vant borte mot Huddersfield. Kampens eneste mål ble scoret av Wilfried Zaha.,Goal/Assist
257,King med scoring og målgivende i Bournemouth-seier,Goal/Assist
258,"Det var Kings tredje scoring for sesongen, han står også med en målgivende fra før. Med fem målpoeng på de første fem kampene, har den norske spissen fått en strålende start på Premier League-sesongen. ",Goal/Assist
259,Willians scoring sørget også for at Chelsea topper tabellen på bedre målforskjell enn Liverpool. De to lagene har fått en fantastisk sesongstart med fem seirer.,Goal/Assist
260,De fikk sin første scoring etter bare to minutter da Leroy Sané bredsidet inn overlegget fra Fernandinho. David Silva banket inn 2–0 etter 21 minutter etter et fantastisk City-angrep med en imponerende pasningsrekke. ,Goal/Assist
261,"Hjemmelaget slet med å skape det helt store, og et par Pedro-avslutninger var det nærmeste de kom utligning. Helt til Hazard våknet like før pause. Han kombinerte med Olivier Giroud, og klinket ballen i det lengste hjørnet. ",Goal/Assist
262,"Så på overtid av førsteomgang var belgieren på farten igjen. Og nok en gang var Giroud servitør, før Hazard avsluttet via en forsvarer og i målet fra noen få meter.",Goal/Assist
263,Raheem Sterling fastsatte sluttresultatet til 3–0 etter at Sergio Agüero fant ham med en perfekt pasning tidlig i angre omgang. ,Goal/Assist
264,"10 minutter før slutt reduserte FK Haugesund, ved ex-Brann-stopper Fredrik Pallesen Knudsen, etter en corner. Men for sent.",Goal/Assist
265,(Bournemouth - Leicester 4–2) Joshua King delte hovedrollen sammen med Ryan Fraser for Bournemouth hjemme mot Leicester. ,irrelevant
266,Med seieren henger Bournemouth med i toppen av Premier League etter fem spilte kamper. 10 poeng gjør at de ligger 5. plass. ,Club details
267,Alt så nemlig bekmørkt ut for Galaxy da Sebastian Giovinco satte inn 3–0 for Toronto allerede etter 36 minutters spill.,Goal/Assist
268,"– Vi skulle, og burde, ha spilt bedre. Men vi scoret likevel fire mål, oppsummerte Hazard til BBC. ",quote
269,"Manchester City skapte enormt med sjanser mot Fulham hjemme i Manchester, det kunne blitt langt flere enn tre scoringer for Pep Guardolas mannskap.",Club details
270,"Stefan Johansen fikk sin første kamp fra start denne sesongen på Fulhams midtbane, men den norske landslagskapteinen fikk det tøft sammen med sine medspillere.",Player details
271,"– Det kunne ha vært flere scoringer sett i lys av antall sjanser vi skapte. Etter en landslagspause er det alltid uvisst hvordan tilstanden er, og jeg synes Fulham satte oss på flere prøver. De kommer til å gjøre en god sesong, og jeg vil gi dem ros, sa Guardiola til BBC. ",quote
272,Alexander Sørloth var ubenyttet reserve for Crystal Palace.,Player details
273,Stefan Johansen spilte hele kampen for Fulham.,Player details
274,"Cardiff yppet seg tidvis i andre omgang, men Chelsea-innbytter Willian skaffet først et straffespark – som Hazard satte sikkert i nettet. Og så fikk Willian kjempetreff fra distanse, og hamret inn 4–1.",Goal/Assist
275,"Han har blant annet vært koblet til Real Madrid, men spilleren som kom til Chelsea fra Lille i 2012 har to år igjen av kontrakten med London-klubben. ",Transfer
276,Bournemouth – Leicester 4-2 (3-0),Ignore
277,"Mål: 1-0 Ryan Fraser (19), 2-0 Fraser (37), 3-0 Joshua King (str. 41), 4-0 Adam Smith (81), 4-1 James Maddison (str. 88), 4-2 Marc Albrighton (89).",Ignore
278,"Rødt kort: Wes Morgan (70, to gule), Leicester.",Ignore
279,Joshua King spilte 85 minutter for Bournemouth,Ignore
280,Chelsea – Cardiff 4-1 (2-1),Ignore
281,"Mål: 0-1 Sol Bamba (16), 1-1 Eden Hazard (37), 2-1 Hazard (43), 3-1 Hazard (str. 80), 4-1 Willian (83).",Ignore
282,Huddersfield – Crystal Palace 0-1 (0-1),Ignore
283,Mål: 0-1 Wilfried Zaha (38).,Ignore
284,23.696 tilskuere.,Ignore
285,Manchester C. – Fulham 3-0 (2-0),Ignore
286,"Mål: 1-0 Leroy Sané (2), 2-0 David Silva (21), 3-0 Raheem Sterling (47).",Ignore
287,53.307 tilskuere.,Ignore
288,Newcastle – Arsenal 1-2 (0-0),Ignore
289,"Mål: 0-1 Granit Xhaka (49), 0-2 Mesut Özil (58), 1-2 Ciaran Clark (90).",Ignore
290,52.165 tilskuere.,Ignore
291,Tottenham – Liverpool 1-2 (0-1),Ignore
292,80.188 tilskuere.,Ignore
293,"Den offensive venstrebacken står med hele fem målgivende pasninger, og i landslagspausen var han arkitekten bak Frankrikes vinnermål mot Nederland i Nations League.",Goal/Assist
294,"– Jeg har ingen tvil når det kommer til Delph. Vi vet hvor viktig han var forrige sesong, og nå med Mendys skade – det kan være uker, dager, eller kanskje lenger – er det så viktig å ha Fabian tilbake, sa spanjolen i møte med pressen etter kampslutt ifølge Sky Sports.",Injuries
295," Se Mesterligaen på TV 2 Sport 1 og TV 2 Sumo på tirsdag og onsdag.

",Ignore
296,"Scoringen var også den første i en imponerende opphenting, for etter 58 minutter sto det plutselig 3-3 på BMO Field. Kampen endte likevel 5–3 til hjemmelaget.",Goal/Assist
297,"Sergio Aguero startet kampen, men landet forkjært etter en hodeduell underveis i kampen. Argentineren fortsatte og noterte seg for to målgivende i kampen før han ble byttet allerede ti minutter ut i den andre omgangen.",Goal/Assist
